HR,Time(sec),Label
103.0,1644842299.0,0
113.5,1644842300.0,0
109.0,1644842301.0,0
95.5,1644842302.0,0
95.0,1644842303.0,0
97.33,1644842304.0,0
99.0,1644842305.0,0
100.25,1644842306.0,0
101.22,1644842307.0,0
101.8,1644842308.0,0
102.27,1644842309.0,0
102.67,1644842310.0,0
103.0,1644842311.0,0
103.29,1644842312.0,0
103.6,1644842313.0,0
103.94,1644842314.0,0
104.24,1644842315.0,0
104.5,1644842316.0,0
104.74,1644842317.0,0
105.0,1644842318.0,0
105.19,1644842319.0,0
105.27,1644842320.0,0
105.3,1644842321.0,0
105.29,1644842322.0,0
105.28,1644842323.0,0
105.27,1644842324.0,0
105.26,1644842325.0,0
105.11,1644842326.0,0
104.97,1644842327.0,0
104.87,1644842328.0,0
104.81,1644842329.0,0
104.72,1644842330.0,0
104.52,1644842331.0,0
104.18,1644842332.0,0
103.8,1644842333.0,0
103.47,1644842334.0,0
103.22,1644842335.0,0
102.87,1644842336.0,0
102.54,1644842337.0,0
102.28,1644842338.0,0
101.95,1644842339.0,0
101.62,1644842340.0,0
101.3,1644842341.0,0
101.02,1644842342.0,0
100.67,1644842343.0,0
100.41,1644842344.0,0
100.15,1644842345.0,0
99.83,1644842346.0,0
99.63,1644842347.0,0
99.38,1644842348.0,0
99.18,1644842349.0,0
98.96,1644842350.0,0
98.75,1644842351.0,0
98.52,1644842352.0,0
98.35,1644842353.0,0
98.21,1644842354.0,0
98.07,1644842355.0,0
97.93,1644842356.0,0
97.83,1644842357.0,0
97.7,1644842358.0,0
97.53,1644842359.0,0
97.05,1644842360.0,0
96.97,1644842361.0,0
97.62,1644842362.0,0
97.67,1644842363.0,0
97.53,1644842364.0,0
97.53,1644842365.0,0
97.53,1644842366.0,0
97.53,1644842367.0,0
97.52,1644842368.0,0
97.5,1644842369.0,0
97.48,1644842370.0,0
97.45,1644842371.0,0
97.43,1644842372.0,0
97.35,1644842373.0,0
97.28,1644842374.0,0
97.23,1644842375.0,0
97.2,1644842376.0,0
97.17,1644842377.0,0
97.13,1644842378.0,0
97.2,1644842379.0,0
97.28,1644842380.0,0
97.38,1644842381.0,0
97.5,1644842382.0,0
97.62,1644842383.0,0
97.73,1644842384.0,0
97.85,1644842385.0,0
98.03,1644842386.0,0
98.23,1644842387.0,0
98.4,1644842388.0,0
98.55,1644842389.0,0
98.7,1644842390.0,0
98.92,1644842391.0,0
99.2,1644842392.0,0
99.52,1644842393.0,0
99.82,1644842394.0,0
100.08,1644842395.0,0
100.42,1644842396.0,0
100.75,1644842397.0,0
101.05,1644842398.0,0
101.4,1644842399.0,0
101.75,1644842400.0,0
102.1,1644842401.0,0
102.43,1644842402.0,0
102.85,1644842403.0,0
103.2,1644842404.0,0
103.58,1644842405.0,0
104.03,1644842406.0,0
104.37,1644842407.0,0
104.73,1644842408.0,0
105.03,1644842409.0,0
105.37,1644842410.0,0
105.72,1644842411.0,0
106.1,1644842412.0,0
106.45,1644842413.0,0
106.78,1644842414.0,0
107.15,1644842415.0,0
107.53,1644842416.0,0
107.88,1644842417.0,0
108.25,1644842418.0,0
108.55,1644842419.0,0
108.82,1644842420.0,0
109.05,1644842421.0,0
109.32,1644842422.0,0
109.57,1644842423.0,0
109.75,1644842424.0,0
109.77,1644842425.0,0
109.78,1644842426.0,0
109.67,1644842427.0,0
109.67,1644842428.0,0
109.67,1644842429.0,0
109.68,1644842430.0,0
109.72,1644842431.0,0
109.75,1644842432.0,0
109.88,1644842433.0,0
109.98,1644842434.0,0
110.08,1644842435.0,0
110.17,1644842436.0,0
110.25,1644842437.0,0
110.32,1644842438.0,0
110.3,1644842439.0,0
110.32,1644842440.0,0
110.33,1644842441.0,0
110.35,1644842442.0,0
110.37,1644842443.0,0
110.38,1644842444.0,0
110.4,1644842445.0,0
110.42,1644842446.0,0
110.45,1644842447.0,0
110.5,1644842448.0,0
110.55,1644842449.0,0
110.62,1644842450.0,0
110.67,1644842451.0,0
110.72,1644842452.0,0
110.77,1644842453.0,0
110.73,1644842454.0,0
110.75,1644842455.0,0
110.75,1644842456.0,0
110.78,1644842457.0,0
110.82,1644842458.0,0
110.85,1644842459.0,0
110.9,1644842460.0,0
110.95,1644842461.0,0
111.0,1644842462.0,0
111.05,1644842463.0,0
111.1,1644842464.0,0
111.12,1644842465.0,0
111.12,1644842466.0,0
111.13,1644842467.0,0
111.17,1644842468.0,0
111.23,1644842469.0,0
111.3,1644842470.0,0
