HR,Time(sec),Label
63.0,1645444073.0,0
80.5,1645444074.0,0
81.33,1645444075.0,0
81.75,1645444076.0,0
104.4,1645444077.0,0
100.83,1645444078.0,0
98.71,1645444079.0,0
97.12,1645444080.0,0
95.78,1645444081.0,0
94.0,1645444082.0,0
92.45,1645444083.0,0
91.33,1645444084.0,0
90.46,1645444085.0,0
89.86,1645444086.0,0
89.27,1645444087.0,0
88.69,1645444088.0,0
88.18,1645444089.0,0
87.78,1645444090.0,0
87.42,1645444091.0,0
87.1,1645444092.0,0
86.86,1645444093.0,0
86.64,1645444094.0,0
86.48,1645444095.0,0
86.33,1645444096.0,0
86.24,1645444097.0,0
86.19,1645444098.0,0
86.04,1645444099.0,0
85.89,1645444100.0,0
85.72,1645444101.0,0
85.53,1645444102.0,0
85.35,1645444103.0,0
85.19,1645444104.0,0
85.03,1645444105.0,0
84.82,1645444106.0,0
84.69,1645444107.0,0
84.56,1645444108.0,0
84.54,1645444109.0,0
84.55,1645444110.0,0
84.59,1645444111.0,0
84.62,1645444112.0,0
84.61,1645444113.0,0
84.55,1645444114.0,0
84.47,1645444115.0,0
84.52,1645444116.0,0
84.62,1645444117.0,0
84.7,1645444118.0,0
84.77,1645444119.0,0
84.83,1645444120.0,0
84.92,1645444121.0,0
85.0,1645444122.0,0
85.06,1645444123.0,0
85.13,1645444124.0,0
85.21,1645444125.0,0
85.28,1645444126.0,0
85.36,1645444127.0,0
85.45,1645444128.0,0
85.51,1645444129.0,0
85.4,1645444130.0,0
85.24,1645444131.0,0
85.07,1645444132.0,0
85.22,1645444133.0,0
84.65,1645444134.0,0
84.3,1645444135.0,0
83.97,1645444136.0,0
81.77,1645444137.0,0
81.42,1645444138.0,0
81.03,1645444139.0,0
80.68,1645444140.0,0
80.33,1645444141.0,0
80.03,1645444142.0,0
79.72,1645444143.0,0
79.37,1645444144.0,0
79.17,1645444145.0,0
78.92,1645444146.0,0
78.68,1645444147.0,0
78.52,1645444148.0,0
78.35,1645444149.0,0
78.08,1645444150.0,0
77.93,1645444151.0,0
77.8,1645444152.0,0
77.67,1645444153.0,0
77.62,1645444154.0,0
77.58,1645444155.0,0
77.57,1645444156.0,0
77.52,1645444157.0,0
77.43,1645444158.0,0
77.43,1645444159.0,0
77.42,1645444160.0,0
77.43,1645444161.0,0
77.48,1645444162.0,0
77.53,1645444163.0,0
77.57,1645444164.0,0
77.6,1645444165.0,0
77.67,1645444166.0,0
77.68,1645444167.0,0
77.7,1645444168.0,0
77.65,1645444169.0,0
77.6,1645444170.0,0
77.5,1645444171.0,0
77.43,1645444172.0,0
77.4,1645444173.0,0
77.4,1645444174.0,0
77.42,1645444175.0,0
77.33,1645444176.0,0
77.15,1645444177.0,0
76.97,1645444178.0,0
76.77,1645444179.0,0
76.58,1645444180.0,0
76.38,1645444181.0,0
76.2,1645444182.0,0
76.03,1645444183.0,0
75.87,1645444184.0,0
75.68,1645444185.0,0
75.6,1645444186.0,0
75.5,1645444187.0,0
75.4,1645444188.0,0
75.33,1645444189.0,0
75.43,1645444190.0,0
75.58,1645444191.0,0
75.77,1645444192.0,0
76.02,1645444193.0,0
76.4,1645444194.0,0
76.82,1645444195.0,0
77.23,1645444196.0,0
77.65,1645444197.0,0
78.07,1645444198.0,0
78.47,1645444199.0,0
78.83,1645444200.0,0
79.23,1645444201.0,0
79.7,1645444202.0,0
80.2,1645444203.0,0
80.68,1645444204.0,0
81.0,1645444205.0,0
81.33,1645444206.0,0
81.67,1645444207.0,0
81.97,1645444208.0,0
82.27,1645444209.0,0
82.62,1645444210.0,0
82.88,1645444211.0,0
83.15,1645444212.0,0
83.42,1645444213.0,0
83.6,1645444214.0,0
83.75,1645444215.0,0
83.87,1645444216.0,0
83.98,1645444217.0,0
84.12,1645444218.0,0
84.22,1645444219.0,0
84.3,1645444220.0,0
84.38,1645444221.0,0
84.47,1645444222.0,0
84.55,1645444223.0,0
84.67,1645444224.0,0
84.78,1645444225.0,0
84.92,1645444226.0,0
85.05,1645444227.0,0
85.18,1645444228.0,0
85.23,1645444229.0,0
85.25,1645444230.0,0
85.27,1645444231.0,0
85.22,1645444232.0,0
85.3,1645444233.0,0
85.37,1645444234.0,0
85.42,1645444235.0,0
85.48,1645444236.0,0
85.43,1645444237.0,0
85.42,1645444238.0,0
85.43,1645444239.0,0
85.45,1645444240.0,0
85.48,1645444241.0,0
85.5,1645444242.0,0
85.53,1645444243.0,0
85.57,1645444244.0,0
85.52,1645444245.0,0
85.28,1645444246.0,0
85.07,1645444247.0,0
84.88,1645444248.0,0
84.67,1645444249.0,0
84.45,1645444250.0,0
84.23,1645444251.0,0
84.02,1645444252.0,0
83.8,1645444253.0,0
83.67,1645444254.0,0
83.55,1645444255.0,0
83.45,1645444256.0,0
83.3,1645444257.0,0
83.13,1645444258.0,0
83.02,1645444259.0,0
82.9,1645444260.0,0
82.77,1645444261.0,0
82.75,1645444262.0,0
82.6,1645444263.0,0
82.47,1645444264.0,0
82.42,1645444265.0,0
82.35,1645444266.0,0
82.28,1645444267.0,0
82.2,1645444268.0,0
82.12,1645444269.0,0
82.07,1645444270.0,0
81.97,1645444271.0,0
81.85,1645444272.0,0
81.7,1645444273.0,0
81.52,1645444274.0,0
81.33,1645444275.0,0
81.17,1645444276.0,0
80.97,1645444277.0,0
80.75,1645444278.0,0
80.55,1645444279.0,0
80.4,1645444280.0,0
80.13,1645444281.0,0
79.85,1645444282.0,0
79.62,1645444283.0,0
79.35,1645444284.0,0
79.12,1645444285.0,0
78.88,1645444286.0,0
78.67,1645444287.0,0
78.5,1645444288.0,0
78.43,1645444289.0,0
78.42,1645444290.0,0
78.45,1645444291.0,0
78.52,1645444292.0,0
78.43,1645444293.0,0
78.43,1645444294.0,0
78.45,1645444295.0,0
78.47,1645444296.0,0
78.65,1645444297.0,0
78.8,1645444298.0,0
78.93,1645444299.0,0
79.0,1645444300.0,0
79.03,1645444301.0,0
78.95,1645444302.0,0
78.83,1645444303.0,0
78.7,1645444304.0,0
78.65,1645444305.0,0
78.68,1645444306.0,0
78.67,1645444307.0,0
78.63,1645444308.0,0
78.62,1645444309.0,0
78.62,1645444310.0,0
78.6,1645444311.0,0
78.55,1645444312.0,0
78.48,1645444313.0,0
78.35,1645444314.0,0
78.22,1645444315.0,0
78.08,1645444316.0,0
78.02,1645444317.0,0
77.88,1645444318.0,0
77.75,1645444319.0,0
77.65,1645444320.0,0
77.57,1645444321.0,0
77.33,1645444322.0,0
77.37,1645444323.0,0
77.4,1645444324.0,0
77.35,1645444325.0,0
77.33,1645444326.0,0
77.32,1645444327.0,0
77.32,1645444328.0,0
77.3,1645444329.0,0
