HR,Time(sec),Label
83.0,1645434918.0,0
69.0,1645434919.0,0
66.0,1645434920.0,0
67.75,1645434921.0,0
64.0,1645434922.0,0
83.67,1645434923.0,0
96.71,1645434924.0,0
106.0,1645434925.0,0
110.89,1645434926.0,0
114.1,1645434927.0,0
116.64,1645434928.0,0
115.0,1645434929.0,0
111.54,1645434930.0,0
108.0,1645434931.0,0
105.4,1645434932.0,0
103.06,1645434933.0,0
100.88,1645434934.0,0
99.0,1645434935.0,0
97.26,1645434936.0,0
95.65,1645434937.0,0
94.24,1645434938.0,0
93.05,1645434939.0,0
91.78,1645434940.0,0
90.71,1645434941.0,0
89.84,1645434942.0,0
89.0,1645434943.0,0
88.19,1645434944.0,0
87.68,1645434945.0,0
87.21,1645434946.0,0
86.67,1645434947.0,0
86.45,1645434948.0,0
86.31,1645434949.0,0
86.18,1645434950.0,0
86.09,1645434951.0,0
86.03,1645434952.0,0
85.97,1645434953.0,0
86.03,1645434954.0,0
86.08,1645434955.0,0
86.18,1645434956.0,0
86.28,1645434957.0,0
86.37,1645434958.0,0
86.43,1645434959.0,0
86.53,1645434960.0,0
86.64,1645434961.0,0
86.78,1645434962.0,0
86.91,1645434963.0,0
86.83,1645434964.0,0
86.75,1645434965.0,0
86.65,1645434966.0,0
86.54,1645434967.0,0
86.29,1645434968.0,0
86.06,1645434969.0,0
85.83,1645434970.0,0
85.59,1645434971.0,0
85.36,1645434972.0,0
85.14,1645434973.0,0
84.93,1645434974.0,0
84.72,1645434975.0,0
84.53,1645434976.0,0
84.35,1645434977.0,0
84.2,1645434978.0,0
84.5,1645434979.0,0
84.72,1645434980.0,0
84.7,1645434981.0,0
85.08,1645434982.0,0
83.25,1645434983.0,0
81.55,1645434984.0,0
79.93,1645434985.0,0
78.67,1645434986.0,0
77.52,1645434987.0,0
76.4,1645434988.0,0
76.03,1645434989.0,0
76.13,1645434990.0,0
76.37,1645434991.0,0
76.48,1645434992.0,0
76.62,1645434993.0,0
76.78,1645434994.0,0
76.93,1645434995.0,0
77.08,1645434996.0,0
77.25,1645434997.0,0
77.38,1645434998.0,0
77.48,1645434999.0,0
77.65,1645435000.0,0
77.78,1645435001.0,0
77.88,1645435002.0,0
78.0,1645435003.0,0
