HR,Time(sec),Label
85.0,1644844469.0,0
71.5,1644844470.0,0
75.33,1644844471.0,0
71.5,1644844472.0,0
68.2,1644844473.0,0
66.0,1644844474.0,0
64.43,1644844475.0,0
63.25,1644844476.0,0
62.33,1644844477.0,0
61.6,1644844478.0,0
60.91,1644844479.0,0
60.42,1644844480.0,0
59.92,1644844481.0,0
59.43,1644844482.0,0
58.93,1644844483.0,0
60.88,1644844484.0,0
62.53,1644844485.0,0
64.0,1644844486.0,0
65.26,1644844487.0,0
66.25,1644844488.0,0
67.14,1644844489.0,0
67.95,1644844490.0,0
68.74,1644844491.0,0
69.33,1644844492.0,0
69.84,1644844493.0,0
70.35,1644844494.0,0
70.81,1644844495.0,0
71.25,1644844496.0,0
71.76,1644844497.0,0
72.07,1644844498.0,0
72.0,1644844499.0,0
72.03,1644844500.0,0
72.12,1644844501.0,0
72.26,1644844502.0,0
72.46,1644844503.0,0
72.94,1644844504.0,0
73.46,1644844505.0,0
73.95,1644844506.0,0
74.38,1644844507.0,0
74.78,1644844508.0,0
75.15,1644844509.0,0
75.48,1644844510.0,0
75.79,1644844511.0,0
76.09,1644844512.0,0
76.36,1644844513.0,0
76.61,1644844514.0,0
76.87,1644844515.0,0
77.15,1644844516.0,0
77.43,1644844517.0,0
77.7,1644844518.0,0
77.98,1644844519.0,0
78.25,1644844520.0,0
78.51,1644844521.0,0
78.78,1644844522.0,0
79.02,1644844523.0,0
79.25,1644844524.0,0
79.47,1644844525.0,0
79.66,1644844526.0,0
79.83,1644844527.0,0
79.98,1644844528.0,0
80.02,1644844529.0,0
80.48,1644844530.0,0
80.52,1644844531.0,0
80.92,1644844532.0,0
81.4,1644844533.0,0
81.88,1644844534.0,0
82.37,1644844535.0,0
82.87,1644844536.0,0
83.37,1644844537.0,0
83.87,1644844538.0,0
84.4,1644844539.0,0
84.92,1644844540.0,0
85.45,1644844541.0,0
86.0,1644844542.0,0
86.55,1644844543.0,0
86.45,1644844544.0,0
86.37,1644844545.0,0
86.27,1644844546.0,0
86.18,1644844547.0,0
86.15,1644844548.0,0
86.13,1644844549.0,0
86.12,1644844550.0,0
86.08,1644844551.0,0
86.1,1644844552.0,0
86.15,1644844553.0,0
86.18,1644844554.0,0
86.22,1644844555.0,0
86.25,1644844556.0,0
86.23,1644844557.0,0
86.28,1644844558.0,0
86.53,1644844559.0,0
86.73,1644844560.0,0
86.9,1644844561.0,0
87.03,1644844562.0,0
87.15,1644844563.0,0
87.1,1644844564.0,0
87.0,1644844565.0,0
86.9,1644844566.0,0
86.82,1644844567.0,0
86.75,1644844568.0,0
86.68,1644844569.0,0
86.63,1644844570.0,0
86.57,1644844571.0,0
86.5,1644844572.0,0
86.47,1644844573.0,0
86.45,1644844574.0,0
86.4,1644844575.0,0
86.33,1644844576.0,0
86.3,1644844577.0,0
86.27,1644844578.0,0
86.23,1644844579.0,0
86.22,1644844580.0,0
86.2,1644844581.0,0
86.17,1644844582.0,0
86.15,1644844583.0,0
86.03,1644844584.0,0
85.97,1644844585.0,0
85.92,1644844586.0,0
85.85,1644844587.0,0
85.82,1644844588.0,0
85.82,1644844589.0,0
85.83,1644844590.0,0
85.87,1644844591.0,0
85.92,1644844592.0,0
85.97,1644844593.0,0
86.02,1644844594.0,0
86.03,1644844595.0,0
86.03,1644844596.0,0
86.02,1644844597.0,0
85.98,1644844598.0,0
85.92,1644844599.0,0
85.85,1644844600.0,0
85.72,1644844601.0,0
85.57,1644844602.0,0
85.45,1644844603.0,0
85.4,1644844604.0,0
85.35,1644844605.0,0
85.35,1644844606.0,0
85.33,1644844607.0,0
85.28,1644844608.0,0
85.1,1644844609.0,0
84.92,1644844610.0,0
84.83,1644844611.0,0
84.75,1644844612.0,0
84.62,1644844613.0,0
84.47,1644844614.0,0
84.35,1644844615.0,0
84.23,1644844616.0,0
84.13,1644844617.0,0
84.07,1644844618.0,0
84.08,1644844619.0,0
84.08,1644844620.0,0
84.08,1644844621.0,0
84.1,1644844622.0,0
84.08,1644844623.0,0
84.07,1644844624.0,0
84.07,1644844625.0,0
84.08,1644844626.0,0
84.12,1644844627.0,0
84.15,1644844628.0,0
84.22,1644844629.0,0
84.28,1644844630.0,0
84.37,1644844631.0,0
84.45,1644844632.0,0
84.52,1644844633.0,0
84.57,1644844634.0,0
84.63,1644844635.0,0
84.67,1644844636.0,0
84.63,1644844637.0,0
84.58,1644844638.0,0
84.52,1644844639.0,0
84.42,1644844640.0,0
84.3,1644844641.0,0
84.22,1644844642.0,0
84.15,1644844643.0,0
84.18,1644844644.0,0
84.18,1644844645.0,0
84.2,1644844646.0,0
84.25,1644844647.0,0
84.27,1644844648.0,0
84.3,1644844649.0,0
84.32,1644844650.0,0
84.33,1644844651.0,0
84.33,1644844652.0,0
84.32,1644844653.0,0
84.32,1644844654.0,0
84.35,1644844655.0,0
84.38,1644844656.0,0
84.45,1644844657.0,0
84.53,1644844658.0,0
84.63,1644844659.0,0
84.75,1644844660.0,0
84.93,1644844661.0,0
85.13,1644844662.0,0
85.3,1644844663.0,0
85.42,1644844664.0,0
85.55,1644844665.0,0
85.65,1644844666.0,0
85.78,1644844667.0,0
85.95,1644844668.0,0
86.23,1644844669.0,0
86.52,1644844670.0,0
86.7,1644844671.0,0
86.88,1644844672.0,0
87.1,1644844673.0,0
87.37,1644844674.0,0
87.6,1644844675.0,0
87.83,1644844676.0,0
88.07,1644844677.0,0
88.28,1644844678.0,0
88.4,1644844679.0,0
88.53,1644844680.0,0
88.67,1644844681.0,0
88.78,1644844682.0,0
88.92,1644844683.0,0
89.03,1644844684.0,0
89.15,1644844685.0,0
89.25,1644844686.0,0
89.33,1644844687.0,0
89.42,1644844688.0,0
89.47,1644844689.0,0
89.52,1644844690.0,0
89.57,1644844691.0,0
89.62,1644844692.0,0
89.67,1644844693.0,0
89.7,1644844694.0,0
89.75,1644844695.0,0
89.8,1644844696.0,0
89.87,1644844697.0,0
89.95,1644844698.0,0
90.02,1644844699.0,0
90.1,1644844700.0,0
90.2,1644844701.0,0
90.32,1644844702.0,0
90.42,1644844703.0,0
90.53,1644844704.0,0
90.67,1644844705.0,0
90.83,1644844706.0,0
91.0,1644844707.0,0
91.2,1644844708.0,0
91.4,1644844709.0,0
91.62,1644844710.0,0
91.85,1644844711.0,0
92.03,1644844712.0,0
92.2,1644844713.0,0
92.35,1644844714.0,0
92.48,1644844715.0,0
92.6,1644844716.0,0
92.67,1644844717.0,0
92.83,1644844718.0,0
93.02,1644844719.0,0
93.18,1644844720.0,0
93.35,1644844721.0,0
93.5,1644844722.0,0
93.65,1644844723.0,0
93.78,1644844724.0,0
93.88,1644844725.0,0
93.97,1644844726.0,0
93.92,1644844727.0,0
93.88,1644844728.0,0
93.83,1644844729.0,0
93.78,1644844730.0,0
93.78,1644844731.0,0
93.75,1644844732.0,0
93.67,1644844733.0,0
93.62,1644844734.0,0
93.58,1644844735.0,0
93.55,1644844736.0,0
93.5,1644844737.0,0
93.45,1644844738.0,0
93.4,1644844739.0,0
93.35,1644844740.0,0
93.3,1644844741.0,0
93.25,1644844742.0,0
93.2,1644844743.0,0
93.15,1644844744.0,0
93.1,1644844745.0,0
