HR,Time(sec),Label
66.0,1646828070.0,0
66.5,1646828071.0,0
67.33,1646828072.0,0
67.75,1646828073.0,0
69.2,1646828074.0,0
70.17,1646828075.0,0
72.0,1646828076.0,0
73.5,1646828077.0,0
74.89,1646828078.0,0
75.9,1646828079.0,0
76.73,1646828080.0,0
77.42,1646828081.0,0
78.0,1646828082.0,0
78.43,1646828083.0,0
78.87,1646828084.0,0
79.25,1646828085.0,0
79.59,1646828086.0,0
79.94,1646828087.0,0
80.32,1646828088.0,0
80.7,1646828089.0,0
80.95,1646828090.0,0
81.32,1646828091.0,0
81.7,1646828092.0,0
82.04,1646828093.0,0
82.36,1646828094.0,0
82.65,1646828095.0,0
82.93,1646828096.0,0
83.18,1646828097.0,0
83.41,1646828098.0,0
83.63,1646828099.0,0
83.87,1646828100.0,0
84.12,1646828101.0,0
84.36,1646828102.0,0
84.59,1646828103.0,0
84.77,1646828104.0,0
84.92,1646828105.0,0
85.03,1646828106.0,0
85.11,1646828107.0,0
85.15,1646828108.0,0
85.22,1646828109.0,0
85.29,1646828110.0,0
85.33,1646828111.0,0
85.35,1646828112.0,0
85.32,1646828113.0,0
85.31,1646828114.0,0
85.28,1646828115.0,0
85.28,1646828116.0,0
85.29,1646828117.0,0
85.33,1646828118.0,0
85.28,1646828119.0,0
85.31,1646828120.0,0
85.35,1646828121.0,0
85.36,1646828122.0,0
85.33,1646828123.0,0
85.22,1646828124.0,0
85.12,1646828125.0,0
85.02,1646828126.0,0
84.95,1646828127.0,0
84.9,1646828128.0,0
85.0,1646828129.0,0
85.42,1646828130.0,0
85.82,1646828131.0,0
86.17,1646828132.0,0
86.52,1646828133.0,0
86.75,1646828134.0,0
86.98,1646828135.0,0
87.08,1646828136.0,0
87.17,1646828137.0,0
87.22,1646828138.0,0
87.28,1646828139.0,0
87.35,1646828140.0,0
87.43,1646828141.0,0
87.52,1646828142.0,0
87.62,1646828143.0,0
87.7,1646828144.0,0
87.78,1646828145.0,0
87.87,1646828146.0,0
87.93,1646828147.0,0
87.98,1646828148.0,0
88.02,1646828149.0,0
88.08,1646828150.0,0
88.1,1646828151.0,0
88.1,1646828152.0,0
88.13,1646828153.0,0
88.17,1646828154.0,0
88.22,1646828155.0,0
88.28,1646828156.0,0
88.38,1646828157.0,0
88.5,1646828158.0,0
88.6,1646828159.0,0
88.72,1646828160.0,0
88.78,1646828161.0,0
88.85,1646828162.0,0
88.98,1646828163.0,0
89.13,1646828164.0,0
89.28,1646828165.0,0
89.43,1646828166.0,0
89.48,1646828167.0,0
89.55,1646828168.0,0
89.58,1646828169.0,0
89.62,1646828170.0,0
89.7,1646828171.0,0
89.8,1646828172.0,0
89.93,1646828173.0,0
90.08,1646828174.0,0
90.27,1646828175.0,0
90.4,1646828176.0,0
90.52,1646828177.0,0
90.6,1646828178.0,0
90.72,1646828179.0,0
90.77,1646828180.0,0
90.82,1646828181.0,0
90.87,1646828182.0,0
90.92,1646828183.0,0
91.08,1646828184.0,0
91.23,1646828185.0,0
91.42,1646828186.0,0
91.57,1646828187.0,0
91.7,1646828188.0,0
91.68,1646828189.0,0
91.67,1646828190.0,0
91.65,1646828191.0,0
91.65,1646828192.0,0
91.65,1646828193.0,0
91.67,1646828194.0,0
91.68,1646828195.0,0
91.72,1646828196.0,0
91.75,1646828197.0,0
91.8,1646828198.0,0
91.85,1646828199.0,0
91.9,1646828200.0,0
91.93,1646828201.0,0
91.95,1646828202.0,0
91.97,1646828203.0,0
91.97,1646828204.0,0
91.97,1646828205.0,0
91.97,1646828206.0,0
91.98,1646828207.0,0
92.0,1646828208.0,0
92.02,1646828209.0,0
92.03,1646828210.0,0
92.05,1646828211.0,0
92.05,1646828212.0,0
91.98,1646828213.0,0
91.95,1646828214.0,0
91.88,1646828215.0,0
91.82,1646828216.0,0
91.72,1646828217.0,0
91.6,1646828218.0,0
91.48,1646828219.0,0
91.35,1646828220.0,0
91.23,1646828221.0,0
91.13,1646828222.0,0
90.95,1646828223.0,0
90.77,1646828224.0,0
90.6,1646828225.0,0
90.45,1646828226.0,0
90.42,1646828227.0,0
90.4,1646828228.0,0
90.38,1646828229.0,0
90.38,1646828230.0,0
90.33,1646828231.0,0
90.3,1646828232.0,0
90.27,1646828233.0,0
90.2,1646828234.0,0
90.12,1646828235.0,0
90.05,1646828236.0,0
89.97,1646828237.0,0
89.88,1646828238.0,0
89.82,1646828239.0,0
89.75,1646828240.0,0
89.68,1646828241.0,0
89.63,1646828242.0,0
89.62,1646828243.0,0
89.57,1646828244.0,0
89.53,1646828245.0,0
89.48,1646828246.0,0
89.43,1646828247.0,0
89.4,1646828248.0,0
89.37,1646828249.0,0
89.33,1646828250.0,0
89.32,1646828251.0,0
89.3,1646828252.0,0
89.3,1646828253.0,0
89.3,1646828254.0,0
89.3,1646828255.0,0
89.28,1646828256.0,0
89.25,1646828257.0,0
89.22,1646828258.0,0
89.17,1646828259.0,0
89.12,1646828260.0,0
89.07,1646828261.0,0
89.03,1646828262.0,0
89.0,1646828263.0,0
88.98,1646828264.0,0
88.97,1646828265.0,0
88.95,1646828266.0,0
88.92,1646828267.0,0
88.88,1646828268.0,0
88.85,1646828269.0,0
88.83,1646828270.0,0
88.8,1646828271.0,0
88.8,1646828272.0,0
88.82,1646828273.0,0
88.82,1646828274.0,0
88.83,1646828275.0,0
88.85,1646828276.0,0
88.85,1646828277.0,0
88.85,1646828278.0,0
88.87,1646828279.0,0
88.87,1646828280.0,0
88.9,1646828281.0,0
88.93,1646828282.0,0
89.05,1646828283.0,0
89.1,1646828284.0,0
89.15,1646828285.0,0
89.22,1646828286.0,0
89.25,1646828287.0,0
89.27,1646828288.0,0
89.28,1646828289.0,0
89.3,1646828290.0,0
89.32,1646828291.0,0
89.37,1646828292.0,0
89.42,1646828293.0,0
89.47,1646828294.0,0
89.55,1646828295.0,0
89.67,1646828296.0,0
89.85,1646828297.0,0
90.02,1646828298.0,0
90.15,1646828299.0,0
90.25,1646828300.0,0
90.35,1646828301.0,0
90.43,1646828302.0,0
90.5,1646828303.0,0
90.57,1646828304.0,0
90.52,1646828305.0,0
90.47,1646828306.0,0
90.43,1646828307.0,0
90.37,1646828308.0,0
90.32,1646828309.0,0
90.27,1646828310.0,0
90.22,1646828311.0,0
90.2,1646828312.0,0
90.1,1646828313.0,0
90.02,1646828314.0,0
89.92,1646828315.0,0
89.83,1646828316.0,0
89.77,1646828317.0,0
89.68,1646828318.0,0
89.63,1646828319.0,0
89.58,1646828320.0,0
89.58,1646828321.0,0
89.57,1646828322.0,0
89.53,1646828323.0,0
89.5,1646828324.0,0
89.43,1646828325.0,0
89.32,1646828326.0,0
89.2,1646828327.0,0
89.02,1646828328.0,0
88.87,1646828329.0,0
88.7,1646828330.0,0
88.53,1646828331.0,0
88.38,1646828332.0,0
88.27,1646828333.0,0
88.13,1646828334.0,0
88.0,1646828335.0,0
87.87,1646828336.0,0
87.73,1646828337.0,0
87.6,1646828338.0,0
87.57,1646828339.0,0
87.55,1646828340.0,0
87.58,1646828341.0,0
87.57,1646828342.0,0
87.52,1646828343.0,0
87.52,1646828344.0,0
87.5,1646828345.0,0
87.45,1646828346.0,0
87.45,1646828347.0,0
87.45,1646828348.0,0
87.48,1646828349.0,0
87.52,1646828350.0,0
87.55,1646828351.0,0
87.53,1646828352.0,0
87.52,1646828353.0,0
87.5,1646828354.0,0
87.47,1646828355.0,0
87.37,1646828356.0,0
87.23,1646828357.0,0
87.12,1646828358.0,0
87.05,1646828359.0,0
87.03,1646828360.0,0
87.02,1646828361.0,0
87.0,1646828362.0,0
87.0,1646828363.0,0
86.98,1646828364.0,0
87.08,1646828365.0,0
87.15,1646828366.0,0
87.22,1646828367.0,0
87.32,1646828368.0,0
87.4,1646828369.0,0
87.47,1646828370.0,0
87.52,1646828371.0,0
87.47,1646828372.0,0
87.4,1646828373.0,0
87.35,1646828374.0,0
87.32,1646828375.0,0
87.28,1646828376.0,0
87.27,1646828377.0,0
87.25,1646828378.0,0
87.23,1646828379.0,0
87.23,1646828380.0,0
87.22,1646828381.0,0
87.25,1646828382.0,0
87.3,1646828383.0,0
87.37,1646828384.0,0
87.45,1646828385.0,0
87.55,1646828386.0,0
87.67,1646828387.0,0
87.83,1646828388.0,0
87.97,1646828389.0,0
88.23,1646828390.0,0
88.5,1646828391.0,0
88.73,1646828392.0,0
88.93,1646828393.0,0
89.1,1646828394.0,0
89.25,1646828395.0,0
89.38,1646828396.0,0
89.5,1646828397.0,0
89.6,1646828398.0,0
89.62,1646828399.0,0
89.6,1646828400.0,0
89.52,1646828401.0,0
89.45,1646828402.0,0
89.33,1646828403.0,0
89.2,1646828404.0,0
89.07,1646828405.0,0
88.97,1646828406.0,0
88.77,1646828407.0,0
88.55,1646828408.0,0
88.27,1646828409.0,0
87.97,1646828410.0,0
87.65,1646828411.0,0
87.33,1646828412.0,0
87.02,1646828413.0,0
86.73,1646828414.0,0
86.5,1646828415.0,0
86.4,1646828416.0,0
86.28,1646828417.0,0
86.18,1646828418.0,0
86.07,1646828419.0,0
85.93,1646828420.0,0
85.83,1646828421.0,0
85.77,1646828422.0,0
85.72,1646828423.0,0
85.72,1646828424.0,0
85.67,1646828425.0,0
85.63,1646828426.0,0
85.65,1646828427.0,0
85.63,1646828428.0,0
85.63,1646828429.0,0
85.65,1646828430.0,0
85.67,1646828431.0,0
85.77,1646828432.0,0
85.97,1646828433.0,0
86.13,1646828434.0,0
86.28,1646828435.0,0
86.45,1646828436.0,0
86.58,1646828437.0,0
86.68,1646828438.0,0
86.77,1646828439.0,0
86.83,1646828440.0,0
86.87,1646828441.0,0
86.87,1646828442.0,0
86.87,1646828443.0,0
86.85,1646828444.0,0
86.85,1646828445.0,0
86.88,1646828446.0,0
86.9,1646828447.0,0
86.93,1646828448.0,0
86.98,1646828449.0,0
86.92,1646828450.0,0
86.98,1646828451.0,0
87.02,1646828452.0,0
87.07,1646828453.0,0
87.17,1646828454.0,0
87.32,1646828455.0,0
87.47,1646828456.0,0
87.7,1646828457.0,0
87.95,1646828458.0,0
88.13,1646828459.0,0
88.37,1646828460.0,0
88.65,1646828461.0,0
88.97,1646828462.0,0
89.33,1646828463.0,0
89.72,1646828464.0,0
90.12,1646828465.0,0
90.47,1646828466.0,0
90.92,1646828467.0,0
91.35,1646828468.0,0
91.83,1646828469.0,0
92.33,1646828470.0,0
92.87,1646828471.0,0
93.4,1646828472.0,0
93.93,1646828473.0,0
94.42,1646828474.0,0
94.82,1646828475.0,0
95.02,1646828476.0,0
95.22,1646828477.0,0
95.43,1646828478.0,0
95.65,1646828479.0,0
95.83,1646828480.0,0
95.97,1646828481.0,0
96.05,1646828482.0,0
96.17,1646828483.0,0
96.23,1646828484.0,0
96.33,1646828485.0,0
96.43,1646828486.0,0
96.47,1646828487.0,0
96.4,1646828488.0,0
96.32,1646828489.0,0
96.27,1646828490.0,0
96.23,1646828491.0,0
