HR,Time(sec),Label
83.0,1646657983.0,0
83.0,1646657984.0,0
72.0,1646657985.0,0
66.5,1646657986.0,0
62.8,1646657987.0,0
62.5,1646657988.0,0
64.29,1646657989.0,0
66.0,1646657990.0,0
67.22,1646657991.0,0
69.3,1646657992.0,0
71.0,1646657993.0,0
72.75,1646657994.0,0
74.46,1646657995.0,0
75.93,1646657996.0,0
77.07,1646657997.0,0
78.06,1646657998.0,0
78.94,1646657999.0,0
79.67,1646658000.0,0
80.32,1646658001.0,0
80.9,1646658002.0,0
81.43,1646658003.0,0
82.0,1646658004.0,0
82.35,1646658005.0,0
82.67,1646658006.0,0
82.88,1646658007.0,0
83.0,1646658008.0,0
83.11,1646658009.0,0
83.07,1646658010.0,0
82.97,1646658011.0,0
82.83,1646658012.0,0
82.71,1646658013.0,0
82.53,1646658014.0,0
82.39,1646658015.0,0
82.32,1646658016.0,0
82.29,1646658017.0,0
82.28,1646658018.0,0
82.38,1646658019.0,0
82.76,1646658020.0,0
83.15,1646658021.0,0
83.5,1646658022.0,0
83.8,1646658023.0,0
84.14,1646658024.0,0
84.49,1646658025.0,0
84.82,1646658026.0,0
85.13,1646658027.0,0
85.41,1646658028.0,0
85.64,1646658029.0,0
85.96,1646658030.0,0
86.22,1646658031.0,0
86.44,1646658032.0,0
86.61,1646658033.0,0
86.75,1646658034.0,0
86.89,1646658035.0,0
87.06,1646658036.0,0
87.24,1646658037.0,0
87.27,1646658038.0,0
87.33,1646658039.0,0
87.45,1646658040.0,0
87.58,1646658041.0,0
87.73,1646658042.0,0
87.97,1646658043.0,0
88.17,1646658044.0,0
88.93,1646658045.0,0
89.7,1646658046.0,0
90.52,1646658047.0,0
91.1,1646658048.0,0
91.47,1646658049.0,0
91.78,1646658050.0,0
92.08,1646658051.0,0
92.2,1646658052.0,0
92.3,1646658053.0,0
92.33,1646658054.0,0
92.32,1646658055.0,0
92.23,1646658056.0,0
92.18,1646658057.0,0
92.15,1646658058.0,0
92.12,1646658059.0,0
92.12,1646658060.0,0
92.1,1646658061.0,0
92.07,1646658062.0,0
92.07,1646658063.0,0
92.0,1646658064.0,0
92.0,1646658065.0,0
91.98,1646658066.0,0
91.98,1646658067.0,0
92.0,1646658068.0,0
92.03,1646658069.0,0
92.13,1646658070.0,0
92.27,1646658071.0,0
92.43,1646658072.0,0
92.6,1646658073.0,0
92.82,1646658074.0,0
92.98,1646658075.0,0
93.12,1646658076.0,0
93.18,1646658077.0,0
93.22,1646658078.0,0
93.23,1646658079.0,0
93.07,1646658080.0,0
92.93,1646658081.0,0
92.82,1646658082.0,0
92.65,1646658083.0,0
92.43,1646658084.0,0
92.2,1646658085.0,0
91.97,1646658086.0,0
91.67,1646658087.0,0
91.38,1646658088.0,0
91.1,1646658089.0,0
90.72,1646658090.0,0
90.4,1646658091.0,0
90.07,1646658092.0,0
89.73,1646658093.0,0
89.42,1646658094.0,0
89.08,1646658095.0,0
88.72,1646658096.0,0
88.35,1646658097.0,0
88.17,1646658098.0,0
87.95,1646658099.0,0
87.72,1646658100.0,0
87.47,1646658101.0,0
87.18,1646658102.0,0
86.98,1646658103.0,0
86.83,1646658104.0,0
86.65,1646658105.0,0
86.47,1646658106.0,0
86.25,1646658107.0,0
86.03,1646658108.0,0
85.82,1646658109.0,0
85.6,1646658110.0,0
85.38,1646658111.0,0
85.17,1646658112.0,0
84.95,1646658113.0,0
84.73,1646658114.0,0
84.52,1646658115.0,0
84.38,1646658116.0,0
84.2,1646658117.0,0
84.02,1646658118.0,0
83.85,1646658119.0,0
83.65,1646658120.0,0
83.47,1646658121.0,0
83.3,1646658122.0,0
83.13,1646658123.0,0
83.02,1646658124.0,0
82.88,1646658125.0,0
82.75,1646658126.0,0
82.63,1646658127.0,0
82.57,1646658128.0,0
82.5,1646658129.0,0
82.38,1646658130.0,0
82.27,1646658131.0,0
82.13,1646658132.0,0
82.0,1646658133.0,0
81.87,1646658134.0,0
81.77,1646658135.0,0
81.6,1646658136.0,0
81.5,1646658137.0,0
81.43,1646658138.0,0
81.33,1646658139.0,0
81.23,1646658140.0,0
81.1,1646658141.0,0
80.95,1646658142.0,0
80.87,1646658143.0,0
80.83,1646658144.0,0
80.83,1646658145.0,0
80.83,1646658146.0,0
80.92,1646658147.0,0
80.98,1646658148.0,0
81.07,1646658149.0,0
81.15,1646658150.0,0
81.2,1646658151.0,0
81.25,1646658152.0,0
