HR,Time(sec),Label
61.0,1646041799.0,0
68.0,1646041800.0,0
81.67,1646041801.0,0
81.75,1646041802.0,0
82.0,1646041803.0,0
86.5,1646041804.0,0
90.14,1646041805.0,0
92.5,1646041806.0,0
94.56,1646041807.0,0
96.1,1646041808.0,0
97.55,1646041809.0,0
98.58,1646041810.0,0
99.31,1646041811.0,0
99.71,1646041812.0,0
100.07,1646041813.0,0
100.38,1646041814.0,0
101.29,1646041815.0,0
102.44,1646041816.0,0
103.37,1646041817.0,0
104.35,1646041818.0,0
105.48,1646041819.0,0
107.32,1646041820.0,0
109.17,1646041821.0,0
111.5,1646041822.0,0
110.84,1646041823.0,0
110.04,1646041824.0,0
109.19,1646041825.0,0
108.29,1646041826.0,0
107.41,1646041827.0,0
106.6,1646041828.0,0
105.81,1646041829.0,0
105.03,1646041830.0,0
104.27,1646041831.0,0
103.59,1646041832.0,0
102.94,1646041833.0,0
102.33,1646041834.0,0
101.81,1646041835.0,0
101.34,1646041836.0,0
100.85,1646041837.0,0
100.38,1646041838.0,0
99.9,1646041839.0,0
99.43,1646041840.0,0
98.93,1646041841.0,0
98.41,1646041842.0,0
97.89,1646041843.0,0
97.41,1646041844.0,0
97.0,1646041845.0,0
96.62,1646041846.0,0
96.27,1646041847.0,0
95.96,1646041848.0,0
95.69,1646041849.0,0
95.4,1646041850.0,0
95.11,1646041851.0,0
94.87,1646041852.0,0
94.64,1646041853.0,0
94.41,1646041854.0,0
94.18,1646041855.0,0
93.95,1646041856.0,0
93.73,1646041857.0,0
93.53,1646041858.0,0
93.87,1646041859.0,0
93.95,1646041860.0,0
93.47,1646041861.0,0
93.47,1646041862.0,0
93.43,1646041863.0,0
92.97,1646041864.0,0
92.45,1646041865.0,0
91.98,1646041866.0,0
91.47,1646041867.0,0
90.97,1646041868.0,0
90.43,1646041869.0,0
89.93,1646041870.0,0
89.47,1646041871.0,0
89.07,1646041872.0,0
88.67,1646041873.0,0
88.28,1646041874.0,0
87.73,1646041875.0,0
87.1,1646041876.0,0
86.52,1646041877.0,0
85.88,1646041878.0,0
85.18,1646041879.0,0
84.2,1646041880.0,0
83.15,1646041881.0,0
81.85,1646041882.0,0
81.72,1646041883.0,0
81.67,1646041884.0,0
81.65,1646041885.0,0
81.68,1646041886.0,0
81.72,1646041887.0,0
81.75,1646041888.0,0
81.78,1646041889.0,0
81.83,1646041890.0,0
81.9,1646041891.0,0
81.93,1646041892.0,0
81.97,1646041893.0,0
81.98,1646041894.0,0
81.95,1646041895.0,0
81.88,1646041896.0,0
81.85,1646041897.0,0
81.83,1646041898.0,0
81.83,1646041899.0,0
81.87,1646041900.0,0
81.92,1646041901.0,0
82.02,1646041902.0,0
82.13,1646041903.0,0
82.23,1646041904.0,0
82.28,1646041905.0,0
82.32,1646041906.0,0
82.33,1646041907.0,0
82.28,1646041908.0,0
82.22,1646041909.0,0
82.17,1646041910.0,0
82.12,1646041911.0,0
82.03,1646041912.0,0
81.95,1646041913.0,0
81.87,1646041914.0,0
81.83,1646041915.0,0
81.82,1646041916.0,0
81.78,1646041917.0,0
81.73,1646041918.0,0
81.73,1646041919.0,0
81.77,1646041920.0,0
81.82,1646041921.0,0
81.87,1646041922.0,0
81.95,1646041923.0,0
82.05,1646041924.0,0
82.17,1646041925.0,0
82.28,1646041926.0,0
82.4,1646041927.0,0
82.53,1646041928.0,0
82.62,1646041929.0,0
82.7,1646041930.0,0
82.77,1646041931.0,0
